sku,name,category,price,inStock,discountPct
SKU-00492,Deluxe Tent,Kitchen,96.6,true,
SKU-00493,Rustic Puzzle,Electronics,149.49,true,
SKU-00494,Ergonomic Speaker,Fitness,61.98,true,
SKU-00495,Everyday Speaker,Outdoors,91,true,
SKU-00496,Everyday Kettle,Office,43.1,true,
SKU-00497,Rustic Puzzle,Office,217.27,true,
SKU-00498,Compact Grinder,Outdoors,47.07,true,36
SKU-00499,Ergonomic Puzzle,Fitness,178.65,true,
SKU-00500,Rustic Grinder,Fitness,149.9,true,9
SKU-00501,Deluxe Desk Lamp,Outdoors,231.47,true,17
SKU-00502,Portable Grinder,Toys,39.46,true,
SKU-00503,Ergonomic Grinder,Kitchen,92.05,true,15
SKU-00504,Everyday Kettle,Fitness,105.42,true,
SKU-00505,Compact Backpack,Stationery,160.05,false,
SKU-00506,Compact Notebook,Toys,197.74,false,
SKU-00507,Portable Speaker,Electronics,40.47,true,
SKU-00508,Rapid Notebook,Electronics,82.65,true,42
SKU-00509,Everyday Desk Lamp,Office,127.23,true,
SKU-00510,Ultra Notebook,Fitness,44.15,true,47
SKU-00511,Rapid Trowel,Outdoors,55.52,true,
SKU-00512,Everyday Yoga Mat,Toys,245.4,false,
SKU-00513,Ergonomic Notebook,Office,180.84,true,37
SKU-00514,Rapid Puzzle,Toys,77.75,true,42
SKU-00515,Ultra Desk Lamp,Toys,9.82,true,21
SKU-00516,Rapid Yoga Mat,Kitchen,195.8,true,
SKU-00517,Deluxe Backpack,Kitchen,175.54,true,
SKU-00518,Ergonomic Desk Lamp,Fitness,53.79,false,
SKU-00519,Classic Tent,Office,208.4,false,
SKU-00520,Modular Kettle,Garden,32.2,false,
SKU-00521,Everyday Notebook,Office,197.4,false,21
SKU-00522,Modular Grinder,Outdoors,63.8,true,21
SKU-00523,Classic Kettle,Outdoors,144.62,true,
SKU-00524,Portable Yoga Mat,Stationery,88.24,true,30
SKU-00525,Everyday Grinder,Fitness,127.87,true,10
SKU-00526,Deluxe Trowel,Fitness,135.1,false,
SKU-00527,Rapid Notebook,Kitchen,67.46,false,22
SKU-00528,Ultra Tent,Outdoors,73.99,true,
SKU-00529,Rustic Kettle,Outdoors,90.55,true,30
SKU-00530,Compact Backpack,Toys,28.32,true,
SKU-00531,Modular Kettle,Electronics,218.64,true,13
SKU-00532,Compact Notebook,Electronics,148.09,true,
SKU-00533,Deluxe Tent,Fitness,233.84,true,
SKU-00534,Ergonomic Desk Lamp,Electronics,111.4,true,
SKU-00535,Rapid Yoga Mat,Kitchen,187.3,true,
SKU-00536,Classic Tent,Fitness,244.84,true,
SKU-00537,Modular Grinder,Stationery,29.77,false,
SKU-00538,Portable Desk Lamp,Kitchen,27.44,false,
SKU-00539,Rapid Kettle,Stationery,119.87,true,
SKU-00540,Rapid Notebook,Office,142.93,true,
SKU-00541,Classic Kettle,Garden,143.55,true,11
SKU-00542,Modular Grinder,Stationery,151.75,true,
SKU-00543,Rustic Speaker,Electronics,223.62,true,43
SKU-00544,Modular Backpack,Electronics,142.31,true,
SKU-00545,Deluxe Notebook,Outdoors,195.3,true,
SKU-00546,Deluxe Grinder,Electronics,191.45,false,
SKU-00547,Portable Kettle,Garden,60.38,true,
SKU-00548,Ultra Grinder,Outdoors,10.99,true,
SKU-00549,Portable Desk Lamp,Outdoors,98.38,true,
SKU-00550,Classic Kettle,Toys,201.23,true,
SKU-00551,Rapid Desk Lamp,Electronics,9.21,true,
SKU-00552,Rapid Tent,Toys,128.16,true,26
SKU-00553,Ultra Backpack,Kitchen,44.92,false,
SKU-00554,Everyday Grinder,Outdoors,80.01,true,24
SKU-00555,Rustic Grinder,Fitness,235.26,true,
SKU-00556,Ergonomic Tent,Toys,181.15,true,47
SKU-00557,Portable Puzzle,Garden,119.61,true,
SKU-00558,Rustic Backpack,Electronics,123.71,false,
SKU-00559,Ultra Notebook,Office,7.66,true,50
SKU-00560,Ergonomic Tent,Fitness,198.68,false,
SKU-00561,Everyday Puzzle,Toys,113.34,true,50
SKU-00562,Classic Speaker,Kitchen,72.4,true,18
SKU-00563,Ergonomic Kettle,Office,190.83,true,
SKU-00564,Ergonomic Desk Lamp,Toys,159.4,true,49
SKU-00565,Rustic Puzzle,Electronics,165.04,true,26
SKU-00566,Ergonomic Notebook,Electronics,173.22,true,
SKU-00567,Classic Puzzle,Kitchen,175.51,true,39
SKU-00568,Ergonomic Tent,Office,244.42,true,24
SKU-00569,Deluxe Tent,Fitness,139.81,true,
SKU-00570,Rustic Backpack,Garden,98.02,false,48
SKU-00571,Ergonomic Speaker,Office,174.19,true,
SKU-00572,Modular Notebook,Electronics,234.06,false,
SKU-00573,Deluxe Grinder,Outdoors,17.46,true,31
SKU-00574,Rapid Tent,Fitness,29.53,true,
SKU-00575,Ultra Tent,Outdoors,106.15,true,
SKU-00576,Modular Notebook,Fitness,182.41,true,
SKU-00577,Compact Trowel,Garden,23.61,true,
SKU-00578,Rapid Notebook,Outdoors,150.73,true,
SKU-00579,Ultra Trowel,Electronics,31.7,true,
SKU-00580,Rapid Backpack,Garden,227.54,true,
SKU-00581,Everyday Speaker,Stationery,161.56,true,36
SKU-00582,Ultra Puzzle,Toys,136.05,true,
SKU-00583,Classic Grinder,Electronics,175.21,true,
SKU-00584,Deluxe Yoga Mat,Fitness,40.48,true,
SKU-00585,Rustic Grinder,Office,221.51,true,
SKU-00586,Ergonomic Tent,Outdoors,231.61,true,
SKU-00587,Ultra Speaker,Fitness,41.13,true,27
SKU-00588,Rapid Desk Lamp,Kitchen,81.68,true,
SKU-00589,Compact Backpack,Outdoors,183.96,true,
SKU-00590,Classic Notebook,Outdoors,21.53,true,
SKU-00591,Ergonomic Desk Lamp,Office,9.28,true,
SKU-00592,Everyday Speaker,Outdoors,59.41,true,
SKU-00593,Portable Grinder,Office,16.88,true,
SKU-00594,Everyday Speaker,Garden,158.87,false,14
SKU-00595,Ergonomic Speaker,Electronics,219.04,true,
SKU-00596,Deluxe Backpack,Office,73.16,true,
SKU-00597,Portable Trowel,Electronics,152.9,true,20
SKU-00598,Compact Grinder,Fitness,171.8,true,
SKU-00599,Classic Notebook,Kitchen,128.74,true,
SKU-00600,Compact Notebook,Outdoors,162.94,true,
SKU-00601,Ergonomic Desk Lamp,Outdoors,57,true,
SKU-00602,Classic Tent,Garden,239.11,false,35
SKU-00603,Compact Tent,Electronics,153.61,false,33
SKU-00604,Ergonomic Tent,Office,35.27,true,
SKU-00605,Modular Speaker,Toys,207.04,true,23
SKU-00606,Ergonomic Desk Lamp,Outdoors,38.77,true,
SKU-00607,Rustic Kettle,Stationery,215.77,true,
SKU-00608,Portable Desk Lamp,Garden,211.15,true,13
SKU-00609,Rustic Trowel,Stationery,241.62,true,
SKU-00610,Compact Puzzle,Outdoors,153.74,true,
SKU-00611,Rustic Tent,Fitness,116.25,false,
SKU-00612,Ergonomic Backpack,Stationery,185.58,true,27
SKU-00613,Classic Desk Lamp,Stationery,151.49,true,
SKU-00614,Deluxe Tent,Toys,79.67,false,
SKU-00615,Everyday Desk Lamp,Garden,20.79,true,
SKU-00616,Ergonomic Notebook,Stationery,25.35,true,28
SKU-00617,Portable Backpack,Office,112.09,true,
SKU-00618,Deluxe Kettle,Outdoors,129.98,true,
SKU-00619,Compact Kettle,Fitness,215.71,true,
SKU-00620,Deluxe Tent,Garden,148.91,true,37
SKU-00621,Everyday Puzzle,Office,214.98,true,
SKU-00622,Rapid Yoga Mat,Stationery,38.14,true,
SKU-00623,Ultra Trowel,Office,164.94,true,
SKU-00624,Deluxe Kettle,Office,128.35,false,
SKU-00625,Classic Speaker,Electronics,77.56,true,
SKU-00626,Classic Kettle,Garden,173.21,true,
SKU-00627,Ergonomic Grinder,Fitness,97.7,true,18
SKU-00628,Rustic Yoga Mat,Toys,86.01,true,
SKU-00629,Everyday Grinder,Kitchen,14.85,true,26
SKU-00630,Rustic Notebook,Electronics,19.1,true,
SKU-00631,Rapid Yoga Mat,Electronics,206.79,true,
SKU-00632,Classic Yoga Mat,Stationery,74.8,true,
SKU-00633,Portable Notebook,Garden,25.08,true,
SKU-00634,Compact Yoga Mat,Office,98.42,true,24
SKU-00635,Deluxe Kettle,Toys,112.46,false,
SKU-00636,Everyday Yoga Mat,Outdoors,151.52,true,
SKU-00637,Everyday Tent,Stationery,247.5,false,43
SKU-00638,Ergonomic Notebook,Kitchen,10.62,true,35
SKU-00639,Ultra Speaker,Outdoors,185.65,true,35
SKU-00640,Portable Notebook,Office,162.78,true,
SKU-00641,Ergonomic Desk Lamp,Garden,195.06,true,
SKU-00642,Everyday Tent,Fitness,60.4,true,
SKU-00643,Rustic Trowel,Outdoors,82.35,true,
SKU-00644,Modular Kettle,Toys,240.69,true,
SKU-00645,Classic Kettle,Outdoors,106.61,true,20
SKU-00646,Rapid Notebook,Kitchen,234.66,true,18
SKU-00647,Ergonomic Yoga Mat,Fitness,212.13,true,
SKU-00648,Rapid Backpack,Stationery,36.31,true,25
SKU-00649,Compact Puzzle,Kitchen,102.06,true,34
SKU-00650,Portable Speaker,Toys,157.35,false,7
SKU-00651,Rapid Grinder,Toys,146.47,false,
SKU-00652,Deluxe Puzzle,Electronics,11.4,true,
SKU-00653,Rapid Yoga Mat,Kitchen,246.5,true,26
SKU-00654,Compact Desk Lamp,Outdoors,171.93,true,
SKU-00655,Modular Desk Lamp,Outdoors,71.5,true,
SKU-00656,Ultra Backpack,Toys,56.9,true,
SKU-00657,Rapid Trowel,Electronics,71.11,false,
SKU-00658,Everyday Grinder,Toys,168.06,true,
SKU-00659,Deluxe Backpack,Kitchen,85.34,false,40
SKU-00660,Classic Desk Lamp,Toys,156.79,true,
SKU-00661,Everyday Desk Lamp,Outdoors,215.62,true,10
SKU-00662,Ergonomic Yoga Mat,Office,165.44,true,11
SKU-00663,Modular Desk Lamp,Toys,14.52,true,
SKU-00664,Modular Backpack,Kitchen,39.51,true,
SKU-00665,Portable Speaker,Outdoors,180.46,true,36
SKU-00666,Deluxe Backpack,Toys,210.44,true,
SKU-00667,Ultra Backpack,Fitness,224.69,true,
SKU-00668,Everyday Tent,Fitness,151.83,true,49
SKU-00669,Portable Backpack,Office,41.31,false,
SKU-00670,Deluxe Trowel,Garden,215.2,false,
SKU-00671,Ergonomic Kettle,Office,239.16,true,
SKU-00672,Rustic Notebook,Garden,56.37,true,
SKU-00673,Modular Desk Lamp,Fitness,67.15,false,47
SKU-00674,Rapid Notebook,Garden,228,true,
SKU-00675,Ultra Puzzle,Garden,168.75,true,
SKU-00676,Portable Grinder,Kitchen,101.46,false,
SKU-00677,Classic Tent,Outdoors,141.56,true,40
SKU-00678,Ergonomic Notebook,Garden,102.94,true,
SKU-00679,Rapid Grinder,Outdoors,85.25,true,
SKU-00680,Everyday Desk Lamp,Office,107.92,true,
SKU-00681,Rustic Kettle,Electronics,139.29,true,19
SKU-00682,Rustic Desk Lamp,Stationery,155.6,true,
SKU-00683,Deluxe Backpack,Office,106.51,true,
SKU-00684,Ergonomic Backpack,Toys,130.54,true,
SKU-00685,Deluxe Notebook,Stationery,6.53,true,
SKU-00686,Classic Desk Lamp,Stationery,98.9,true,
SKU-00687,Portable Backpack,Stationery,15.28,true,9
SKU-00688,Deluxe Desk Lamp,Electronics,217.49,true,21
SKU-00689,Everyday Speaker,Office,119.04,true,
SKU-00690,Deluxe Speaker,Kitchen,136.74,true,
SKU-00691,Deluxe Notebook,Stationery,61.87,true,
SKU-00692,Everyday Backpack,Garden,163.58,true,
SKU-00693,Ultra Trowel,Stationery,7.19,true,21
SKU-00694,Compact Trowel,Kitchen,235.05,true,
SKU-00695,Ultra Kettle,Office,223.09,true,
SKU-00696,Everyday Yoga Mat,Electronics,96.45,true,
SKU-00697,Everyday Trowel,Fitness,124.58,false,14
SKU-00698,Everyday Notebook,Garden,132.36,true,
SKU-00699,Classic Kettle,Toys,177.51,false,
SKU-00700,Modular Tent,Kitchen,250,false,
SKU-00701,Rapid Trowel,Fitness,92.18,true,
SKU-00702,Modular Grinder,Garden,128.04,true,
SKU-00703,Ergonomic Puzzle,Garden,79.37,true,
SKU-00704,Everyday Tent,Garden,157.62,true,
SKU-00705,Ergonomic Puzzle,Stationery,18.36,false,
SKU-00706,Rapid Notebook,Outdoors,38.72,true,35
SKU-00707,Deluxe Tent,Electronics,215.24,true,
SKU-00708,Compact Puzzle,Stationery,58.73,true,48
SKU-00709,Everyday Trowel,Outdoors,102.29,true,
SKU-00710,Rustic Speaker,Office,110.8,true,
SKU-00711,Compact Kettle,Garden,215.77,true,
SKU-00712,Portable Puzzle,Toys,57.11,true,
SKU-00713,Ultra Speaker,Garden,93.77,true,
SKU-00714,Portable Yoga Mat,Toys,149.84,true,
SKU-00715,Deluxe Trowel,Stationery,146.62,true,
SKU-00716,Modular Kettle,Outdoors,31.08,true,
SKU-00717,Ultra Tent,Toys,24.4,true,
SKU-00718,Ultra Tent,Electronics,169.65,true,34
SKU-00719,Modular Puzzle,Kitchen,157.24,true,
SKU-00720,Portable Trowel,Electronics,116.17,true,46
SKU-00721,Ergonomic Desk Lamp,Office,10.71,true,
SKU-00722,Rustic Puzzle,Outdoors,101.71,true,33
SKU-00723,Rapid Tent,Kitchen,113.6,true,
SKU-00724,Ergonomic Speaker,Kitchen,178.22,true,
SKU-00725,Portable Puzzle,Outdoors,165.02,true,13
SKU-00726,Ergonomic Grinder,Toys,83.62,true,
SKU-00727,Ergonomic Puzzle,Toys,94.37,true,25
SKU-00728,Classic Yoga Mat,Kitchen,200.78,true,
SKU-00729,Rapid Puzzle,Kitchen,89.37,true,
SKU-00730,Everyday Notebook,Stationery,112.38,true,14
SKU-00731,Modular Tent,Office,178.99,true,50
SKU-00732,Modular Kettle,Outdoors,248.8,true,
SKU-00733,Deluxe Desk Lamp,Kitchen,28.94,true,
SKU-00734,Ultra Tent,Fitness,202.06,true,16
SKU-00735,Classic Backpack,Stationery,123.41,true,
SKU-00736,Ergonomic Puzzle,Toys,64.43,true,
SKU-00737,Compact Yoga Mat,Stationery,55.57,true,
SKU-00738,Portable Kettle,Stationery,202.57,true,
SKU-00739,Modular Backpack,Fitness,230.25,true,
SKU-00740,Modular Puzzle,Fitness,198.28,true,
SKU-00741,Ultra Backpack,Office,189.44,true,
SKU-00742,Classic Puzzle,Office,26.62,false,26
SKU-00743,Ultra Grinder,Office,138.89,true,
SKU-00744,Ergonomic Desk Lamp,Toys,190.84,true,
SKU-00745,Modular Grinder,Toys,248.94,true,
SKU-00746,Ergonomic Yoga Mat,Outdoors,170.34,false,42
SKU-00747,Portable Tent,Electronics,222.28,true,
SKU-00748,Ultra Grinder,Office,187.11,true,12
SKU-00749,Ultra Backpack,Outdoors,215.31,true,
SKU-00750,Ergonomic Desk Lamp,Office,100.68,true,
SKU-00751,Modular Grinder,Fitness,90.67,false,
SKU-00752,Rapid Grinder,Outdoors,28.97,true,
SKU-00753,Ultra Speaker,Fitness,94.74,true,8
SKU-00754,Everyday Puzzle,Garden,205.53,false,
SKU-00755,Everyday Backpack,Stationery,187.57,true,
SKU-00756,Rapid Desk Lamp,Toys,158.59,true,
SKU-00757,Rapid Notebook,Fitness,12.72,false,
SKU-00758,Modular Kettle,Electronics,234.89,true,5
SKU-00759,Ergonomic Kettle,Toys,109.25,true,
SKU-00760,Modular Tent,Stationery,198.13,true,
SKU-00761,Everyday Desk Lamp,Fitness,190.7,true,
SKU-00762,Ergonomic Kettle,Toys,5.81,true,
SKU-00763,Deluxe Tent,Office,45.71,true,
SKU-00764,Rapid Speaker,Toys,14.88,true,23
SKU-00765,Deluxe Trowel,Garden,12.96,true,42
SKU-00766,Classic Grinder,Outdoors,241.91,true,40
SKU-00767,Classic Backpack,Electronics,220.56,true,
SKU-00768,Classic Desk Lamp,Outdoors,159.57,true,
SKU-00769,Everyday Speaker,Garden,207.12,true,45
SKU-00770,Ergonomic Notebook,Outdoors,245.9,true,
SKU-00771,Ergonomic Speaker,Kitchen,211.3,true,
SKU-00772,Everyday Tent,Office,53.03,true,22
SKU-00773,Modular Backpack,Office,97.35,false,
SKU-00774,Ultra Yoga Mat,Fitness,199.37,true,
SKU-00775,Compact Backpack,Electronics,151.59,false,
SKU-00776,Compact Notebook,Garden,149.55,true,
SKU-00777,Everyday Grinder,Garden,125.37,true,
SKU-00778,Ergonomic Speaker,Office,158.04,true,
SKU-00779,Classic Backpack,Electronics,180.7,true,
SKU-00780,Modular Puzzle,Outdoors,58.17,true,
SKU-00781,Deluxe Grinder,Fitness,41.48,false,10
SKU-00782,Ultra Notebook,Outdoors,19.97,true,
SKU-00783,Ergonomic Trowel,Stationery,73.91,true,32
SKU-00784,Everyday Trowel,Garden,194.28,true,
SKU-00785,Ultra Backpack,Electronics,26.27,false,15
SKU-00786,Compact Backpack,Toys,92.35,true,49
SKU-00787,Ultra Grinder,Fitness,87.88,true,
SKU-00788,Ultra Puzzle,Kitchen,63.18,true,35
SKU-00789,Rustic Notebook,Electronics,70.71,true,36
SKU-00790,Classic Grinder,Kitchen,77.69,true,
SKU-00791,Rustic Trowel,Toys,238.92,true,
SKU-00792,Ergonomic Speaker,Fitness,239.25,true,29
SKU-00793,Portable Speaker,Kitchen,36.41,true,
SKU-00794,Compact Speaker,Stationery,55.29,true,
SKU-00795,Everyday Trowel,Toys,35.85,true,
SKU-00796,Modular Backpack,Electronics,196.01,true,31
SKU-00797,Everyday Yoga Mat,Outdoors,185.5,true,22
SKU-00798,Modular Speaker,Office,51.83,false,
SKU-00799,Portable Yoga Mat,Kitchen,200.2,true,
SKU-00800,Classic Speaker,Electronics,39.8,false,
SKU-00801,Ergonomic Kettle,Stationery,24.53,true,
SKU-00802,Rustic Notebook,Office,163.06,true,
SKU-00803,Deluxe Speaker,Fitness,230.39,true,14
SKU-00804,Modular Desk Lamp,Electronics,98.85,true,26
SKU-00805,Deluxe Kettle,Stationery,35.59,true,
SKU-00806,Modular Trowel,Stationery,13.28,true,
SKU-00807,Deluxe Yoga Mat,Fitness,156.76,true,32
SKU-00808,Modular Trowel,Office,150.52,true,
SKU-00809,Rustic Desk Lamp,Kitchen,185.8,true,
SKU-00810,Compact Puzzle,Fitness,184.34,false,42
SKU-00811,Ultra Desk Lamp,Electronics,203.68,true,44
SKU-00812,Modular Desk Lamp,Office,194.14,true,36
SKU-00813,Compact Notebook,Electronics,101.85,false,
SKU-00814,Rustic Grinder,Electronics,54.79,true,
SKU-00815,Ergonomic Yoga Mat,Garden,228.89,false,
SKU-00816,Classic Trowel,Toys,35.43,true,
SKU-00817,Ultra Notebook,Stationery,126.68,true,
SKU-00818,Deluxe Kettle,Kitchen,36.8,true,
SKU-00819,Deluxe Tent,Kitchen,232.47,true,
SKU-00820,Rapid Backpack,Toys,131.02,true,21
SKU-00821,Rustic Trowel,Office,175.03,false,
SKU-00822,Ergonomic Yoga Mat,Toys,55.5,true,50
SKU-00823,Classic Desk Lamp,Toys,237.1,false,
SKU-00824,Portable Speaker,Garden,222.73,true,39
SKU-00825,Rapid Kettle,Office,240.43,true,18
SKU-00826,Ultra Notebook,Office,97.7,true,
SKU-00827,Compact Notebook,Office,25.39,true,
SKU-00828,Modular Trowel,Office,23.76,true,
SKU-00829,Ergonomic Grinder,Kitchen,139.29,true,36
SKU-00830,Rapid Tent,Fitness,122.52,true,
SKU-00831,Rapid Grinder,Toys,123.7,true,
SKU-00832,Classic Backpack,Electronics,66.09,false,
SKU-00833,Ultra Notebook,Garden,116.22,true,
SKU-00834,Portable Grinder,Kitchen,16.49,true,
SKU-00835,Modular Desk Lamp,Stationery,28.46,true,6
SKU-00836,Rapid Puzzle,Kitchen,18.06,true,
SKU-00837,Compact Yoga Mat,Office,105.46,true,
SKU-00838,Everyday Tent,Outdoors,180.84,true,
SKU-00839,Rustic Puzzle,Toys,14.5,false,
SKU-00840,Everyday Yoga Mat,Stationery,52.26,true,
SKU-00841,Compact Trowel,Electronics,93.67,true,
SKU-00842,Portable Grinder,Garden,212.45,true,
SKU-00843,Rustic Yoga Mat,Office,154.7,true,
SKU-00844,Modular Yoga Mat,Stationery,247.97,false,
SKU-00845,Everyday Notebook,Toys,115.38,true,5
SKU-00846,Compact Trowel,Fitness,183.26,true,29
SKU-00847,Compact Kettle,Kitchen,82.82,true,
SKU-00848,Ergonomic Grinder,Stationery,191.54,true,
SKU-00849,Everyday Puzzle,Outdoors,141.19,false,
SKU-00850,Everyday Grinder,Outdoors,249.04,true,
SKU-00851,Rustic Kettle,Kitchen,67.57,true,25
SKU-00852,Classic Trowel,Stationery,106.1,true,
SKU-00853,Portable Kettle,Toys,40.65,false,
SKU-00854,Rapid Yoga Mat,Fitness,13.26,true,
SKU-00855,Deluxe Backpack,Fitness,84.23,true,
SKU-00856,Compact Speaker,Garden,153.75,true,
SKU-00857,Rapid Grinder,Office,236.13,true,46
SKU-00858,Rapid Kettle,Stationery,58.76,true,
SKU-00859,Modular Tent,Toys,238.45,true,
SKU-00860,Rapid Yoga Mat,Office,230.25,true,
SKU-00861,Ergonomic Speaker,Garden,227.72,false,
SKU-00862,Rustic Puzzle,Kitchen,113.99,true,27
SKU-00863,Ergonomic Backpack,Outdoors,183.96,true,
SKU-00864,Everyday Grinder,Outdoors,238.33,true,
SKU-00865,Compact Puzzle,Fitness,147.5,true,39
SKU-00866,Rapid Kettle,Fitness,37.22,true,
SKU-00867,Ergonomic Puzzle,Stationery,15.57,true,
SKU-00868,Deluxe Kettle,Office,240.06,false,
SKU-00869,Classic Speaker,Office,118.42,true,8
SKU-00870,Deluxe Desk Lamp,Kitchen,92.66,true,44
SKU-00871,Portable Backpack,Stationery,105.5,true,
SKU-00872,Modular Trowel,Fitness,18.33,true,
SKU-00873,Ergonomic Kettle,Toys,132.8,false,
SKU-00874,Modular Notebook,Electronics,246.91,true,24
SKU-00875,Ergonomic Puzzle,Stationery,203.75,false,11
SKU-00876,Rustic Speaker,Garden,186.26,true,14
SKU-00877,Rapid Puzzle,Garden,129.03,true,5
SKU-00878,Ultra Yoga Mat,Toys,185.55,false,17
SKU-00879,Classic Notebook,Office,68.83,true,
SKU-00880,Everyday Notebook,Toys,32.19,true,
SKU-00881,Ultra Yoga Mat,Kitchen,247.11,true,
SKU-00882,Modular Kettle,Stationery,21.39,true,
SKU-00883,Modular Tent,Office,90.93,false,44
SKU-00884,Compact Desk Lamp,Fitness,140.79,true,45
SKU-00885,Ultra Trowel,Kitchen,190.15,true,37
SKU-00886,Portable Desk Lamp,Office,122.87,true,
SKU-00887,Ultra Tent,Stationery,143.71,true,
SKU-00888,Everyday Grinder,Fitness,108.86,true,34
SKU-00889,Compact Speaker,Electronics,42.69,true,
SKU-00890,Ergonomic Backpack,Office,146.99,true,27
SKU-00891,Modular Grinder,Electronics,85.57,true,7
SKU-00892,Ergonomic Trowel,Office,99.59,false,
SKU-00893,Classic Desk Lamp,Electronics,227.12,true,
SKU-00894,Rustic Trowel,Electronics,137.22,true,
SKU-00895,Deluxe Kettle,Office,25.07,true,
SKU-00896,Compact Kettle,Stationery,65.66,true,
SKU-00897,Modular Desk Lamp,Electronics,208.4,true,
SKU-00898,Ergonomic Notebook,Kitchen,67.21,true,
SKU-00899,Everyday Puzzle,Outdoors,211.19,true,
SKU-00900,Compact Yoga Mat,Stationery,11.41,true,11
SKU-00901,Deluxe Grinder,Kitchen,175.75,false,
SKU-00902,Portable Trowel,Outdoors,238.97,false,
SKU-00903,Deluxe Puzzle,Toys,239.26,true,
SKU-00904,Ultra Backpack,Garden,140.38,true,
SKU-00905,Modular Puzzle,Fitness,58.33,true,
SKU-00906,Rustic Puzzle,Fitness,187.57,true,
SKU-00907,Classic Tent,Toys,152.84,false,
SKU-00908,Ergonomic Yoga Mat,Fitness,166.28,true,
SKU-00909,Classic Kettle,Toys,110.75,true,
SKU-00910,Rustic Notebook,Stationery,37.66,true,
SKU-00911,Classic Kettle,Garden,160.14,true,
SKU-00912,Modular Grinder,Fitness,217.43,true,
SKU-00913,Rapid Backpack,Garden,116.82,true,
SKU-00914,Ergonomic Grinder,Stationery,25.89,true,
SKU-00915,Compact Speaker,Toys,181.86,true,
SKU-00916,Modular Desk Lamp,Outdoors,24.98,true,
SKU-00917,Deluxe Backpack,Toys,152.89,true,
SKU-00918,Modular Speaker,Stationery,80.21,true,21
SKU-00919,Deluxe Tent,Outdoors,82.51,true,
SKU-00920,Rustic Grinder,Garden,187.1,true,16
SKU-00921,Ultra Trowel,Electronics,206.12,true,48
SKU-00922,Deluxe Speaker,Toys,178.97,true,
SKU-00923,Portable Yoga Mat,Electronics,48.73,true,
SKU-00924,Rapid Kettle,Outdoors,148.82,true,
SKU-00925,Compact Backpack,Stationery,189.97,true,
SKU-00926,Deluxe Backpack,Electronics,112.17,true,
SKU-00927,Rustic Speaker,Office,48.59,true,
SKU-00928,Classic Kettle,Office,149.39,true,
SKU-00929,Ultra Trowel,Toys,180.3,false,45
SKU-00930,Deluxe Desk Lamp,Electronics,21.4,false,
SKU-00931,Ergonomic Grinder,Outdoors,29.58,true,41
SKU-00932,Portable Kettle,Electronics,146.05,true,32
SKU-00933,Deluxe Grinder,Office,136.85,true,
SKU-00934,Classic Kettle,Outdoors,178.43,true,
SKU-00935,Classic Desk Lamp,Fitness,184.3,true,33
SKU-00936,Classic Tent,Stationery,240.18,true,20
SKU-00937,Portable Grinder,Office,102.02,true,
SKU-00938,Ergonomic Yoga Mat,Toys,136.76,true,
SKU-00939,Rustic Backpack,Office,205.84,true,
SKU-00940,Portable Speaker,Toys,9.22,true,22
SKU-00941,Everyday Trowel,Garden,126.09,false,41
SKU-00942,Ultra Desk Lamp,Electronics,24.91,true,38
SKU-00943,Compact Yoga Mat,Toys,123.25,false,26
SKU-00944,Everyday Trowel,Toys,177.71,true,23
SKU-00945,Everyday Kettle,Stationery,144.49,false,
SKU-00946,Modular Puzzle,Fitness,136.66,true,
SKU-00947,Classic Kettle,Stationery,238.26,true,
SKU-00948,Deluxe Puzzle,Toys,192.05,true,
SKU-00949,Ultra Desk Lamp,Stationery,101.93,true,
SKU-00950,Deluxe Notebook,Office,129.09,true,
SKU-00951,Rapid Speaker,Office,148.32,true,
SKU-00952,Deluxe Backpack,Stationery,21.2,true,
SKU-00953,Compact Speaker,Office,156.53,false,21
SKU-00954,Rapid Grinder,Outdoors,145.38,true,
SKU-00955,Deluxe Desk Lamp,Electronics,108.61,true,
SKU-00956,Classic Yoga Mat,Fitness,78.99,true,
SKU-00957,Compact Grinder,Electronics,152.28,false,
SKU-00958,Deluxe Backpack,Stationery,143.02,false,
SKU-00959,Compact Puzzle,Outdoors,101.92,true,18
SKU-00960,Rapid Trowel,Stationery,33.75,true,
SKU-00961,Classic Backpack,Outdoors,80.55,true,21
SKU-00962,Modular Yoga Mat,Garden,42.68,true,33
SKU-00963,Ergonomic Grinder,Office,26.6,true,
SKU-00964,Modular Speaker,Electronics,41.75,false,
SKU-00965,Deluxe Grinder,Outdoors,18.15,true,14
SKU-00966,Deluxe Desk Lamp,Garden,149.29,false,
SKU-00967,Portable Puzzle,Electronics,208.35,true,
SKU-00968,Ultra Yoga Mat,Garden,89.49,true,
SKU-00969,Classic Speaker,Toys,106.46,true,
SKU-00970,Ergonomic Desk Lamp,Office,212.98,true,13
SKU-00971,Everyday Notebook,Outdoors,180.05,true,
SKU-00972,Ultra Backpack,Toys,100.33,true,43
SKU-00973,Portable Kettle,Fitness,79.18,true,7
SKU-00974,Ultra Trowel,Kitchen,82.33,true,
SKU-00975,Rustic Yoga Mat,Electronics,139.33,false,29
SKU-00976,Ergonomic Puzzle,Office,39.06,true,
SKU-00977,Ultra Yoga Mat,Stationery,210.81,true,33
SKU-00978,Deluxe Speaker,Stationery,127.98,true,18
SKU-00979,Deluxe Desk Lamp,Electronics,15.82,true,50
